filename,width,height,class,xmin,ymin,xmax,ymax
ship02016121401021055,256,256,ship,1,242,27,256
ship02016121401022015,256,256,ship,119,114,166,142
ship02016121401022016,256,256,ship,1,116,38,140
ship02016121401022027,256,256,ship,155,1,183,22
ship02016121401022028,256,256,ship,28,1,55,23
ship02016121401022037,256,256,ship,150,9,188,49
ship02016121401022038,256,256,ship,22,11,60,49
ship02016121401022051,256,256,ship,170,191,197,248
ship02016121401022052,256,256,ship,42,190,69,247
ship02016121401022053,256,256,ship,227,121,256,136
ship02016121401022054,256,256,ship,99,115,152,137
ship02016121401022055,256,256,ship,1,116,26,133
ship02016121401023011,256,256,ship,237,132,256,170
ship02016121401023012,256,256,ship,111,133,137,171
ship02016121401023015,256,256,ship,120,1,155,13
ship02016121401023016,256,256,ship,1,1,28,11
ship02016121401023024,256,256,ship,135,158,171,207
ship02016121401023025,256,256,ship,8,157,45,207
ship02016121401023051,256,256,ship,168,64,198,119
ship02016121401023052,256,256,ship,40,65,71,120
ship02016121401023053,256,256,ship,226,1,256,8
ship02016121401023054,256,256,ship,99,1,140,9
ship02016121401024011,256,256,ship,240,6,256,43
ship02016121401024012,256,256,ship,112,6,134,42
ship02016121401024017,256,256,ship,185,208,245,236
ship02016121401024018,256,256,ship,58,209,118,236
ship02016121401024024,256,256,ship,135,30,172,79
ship02016121401024025,256,256,ship,9,28,44,79
ship02016121401024032,256,256,ship,119,133,154,208
ship02016121401024033,256,256,ship,1,150,26,208
ship02016121401024053,256,256,ship,164,135,201,171
ship02016121401024054,256,256,ship,35,136,74,171
ship02016121401024057,256,256,ship,140,227,184,246
ship02016121401024058,256,256,ship,12,227,56,245
ship02016121401025017,256,256,ship,185,81,245,108
ship02016121401025018,256,256,ship,58,81,118,109
ship02016121401025032,256,256,ship,119,7,154,81
ship02016121401025033,256,256,ship,1,21,27,80
ship02016121401025050,256,256,ship,155,141,179,193
ship02016121401025051,256,256,ship,27,141,50,191
ship02016121401025053,256,256,ship,164,9,200,43
ship02016121401025054,256,256,ship,35,8,75,43
ship02016121401025054,256,256,ship,138,220,187,256
ship02016121401025055,256,256,ship,10,220,58,256
ship02016121401025057,256,256,ship,140,99,184,118
ship02016121401025058,256,256,ship,11,99,56,118
ship02016121401026021,256,256,ship,219,145,250,180
ship02016121401026022,256,256,ship,91,145,122,179
ship02016121401026027,256,256,ship,200,116,239,173
ship02016121401026028,256,256,ship,72,115,112,173
ship02016121401026048,256,256,ship,174,126,201,194
ship02016121401026049,256,256,ship,46,121,75,196
ship02016121401026050,256,256,ship,155,14,179,62
ship02016121401026050,256,256,ship,140,238,155,256
ship02016121401026051,256,256,ship,28,15,49,64
ship02016121401026051,256,256,ship,11,238,27,256
ship02016121401026054,256,256,ship,139,92,187,132
ship02016121401026055,256,256,ship,12,92,58,132
ship02016121401027019,256,256,ship,170,123,204,154
ship02016121401027020,256,256,ship,42,123,75,153
ship02016121401027021,256,256,ship,219,18,250,50
ship02016121401027022,256,256,ship,91,18,123,51
ship02016121401027027,256,256,ship,199,1,240,43
ship02016121401027028,256,256,ship,71,1,111,44
ship02016121401027048,256,256,ship,174,1,202,66
ship02016121401027049,256,256,ship,45,1,74,64
ship02016121401027050,256,256,ship,137,110,156,166
ship02016121401027051,256,256,ship,11,111,27,165
ship02016121401028016,256,256,ship,120,208,150,256
ship02016121401028017,256,256,ship,1,207,23,256
ship02016121401028019,256,256,ship,171,1,202,24
ship02016121401028020,256,256,ship,42,1,75,24
ship02016121401028026,256,256,ship,184,111,220,166
ship02016121401028027,256,256,ship,56,110,91,166
ship02016121401028028,256,256,ship,190,117,222,173
ship02016121401028029,256,256,ship,63,115,94,177
ship02016121401028047,256,256,ship,127,147,156,200
ship02016121401028048,256,256,ship,1,145,29,200
ship02016121401028050,256,256,ship,138,1,155,38
ship02016121401028051,256,256,ship,10,1,24,34
ship02016121401029016,256,256,ship,119,81,151,129
ship02016121401029017,256,256,ship,1,80,21,131
ship02016121401029026,256,256,ship,187,1,221,39
ship02016121401029027,256,256,ship,59,1,93,38
ship02016121401029028,256,256,ship,191,1,219,43
ship02016121401029029,256,256,ship,63,1,92,43
ship02016121401029044,256,256,ship,215,142,234,189
ship02016121401029045,256,256,ship,88,141,107,190
ship02016121401029047,256,256,ship,127,21,156,74
ship02016121401029048,256,256,ship,1,21,31,73
ship02016121401029052,256,256,ship,147,131,176,180
ship02016121401029053,256,256,ship,20,131,47,179
ship02016121401030044,256,256,ship,216,14,234,61
ship02016121401030045,256,256,ship,87,15,107,60
ship02016121401030052,256,256,ship,147,4,175,50
ship02016121401030053,256,256,ship,20,3,47,50
ship0201612140103031,256,256,ship,167,184,223,233
ship0201612140103032,256,256,ship,41,183,98,232
ship0201612140103044,256,256,ship,133,17,164,70
ship0201612140103045,256,256,ship,5,18,37,71
ship02016121401031051,256,256,ship,219,220,235,256
ship02016121401031052,256,256,ship,90,224,107,256
ship02016121401032017,256,256,ship,205,192,248,231
ship02016121401032018,256,256,ship,77,194,119,229
ship02016121401032051,256,256,ship,218,95,234,159
ship02016121401032052,256,256,ship,90,96,107,158
ship02016121401033017,256,256,ship,203,65,248,99
ship02016121401033018,256,256,ship,77,65,121,100
ship02016121401033044,256,256,ship,198,219,213,256
ship02016121401033045,256,256,ship,70,217,86,256
ship02016121401033051,256,256,ship,217,1,230,30
ship02016121401033052,256,256,ship,90,1,103,31
ship02016121401034043,256,256,ship,174,232,190,256
ship02016121401034044,256,256,ship,197,90,218,152
ship02016121401034044,256,256,ship,46,231,62,256
ship02016121401034045,256,256,ship,70,89,91,153
ship02016121401035040,256,256,ship,121,214,156,256
ship02016121401035041,256,256,ship,1,211,28,256
ship02016121401035043,256,256,ship,174,103,202,164
ship02016121401035044,256,256,ship,47,102,72,163
ship02016121401035044,256,256,ship,202,1,218,24
ship02016121401035045,256,256,ship,72,1,89,23
ship02016121401035048,256,256,ship,184,219,202,256
ship02016121401035049,256,256,ship,58,219,74,256
ship02016121401036040,256,256,ship,120,85,156,135
ship02016121401036041,256,256,ship,1,84,28,134
ship02016121401036042,256,256,ship,127,177,147,224
ship02016121401036043,256,256,ship,1,176,19,225
ship02016121401036043,256,256,ship,178,1,199,34
ship02016121401036044,256,256,ship,50,1,70,34
ship02016121401036048,256,256,ship,183,94,202,166
ship02016121401036049,256,256,ship,57,94,74,164
ship02016121401037038,256,256,ship,179,134,209,161
ship02016121401037039,256,256,ship,50,135,81,160
ship02016121401037042,256,256,ship,127,50,146,97
ship02016121401037043,256,256,ship,1,49,17,97
ship02016121401037048,256,256,ship,185,1,197,37
ship02016121401037049,256,256,ship,56,1,68,37
ship02016121401037050,256,256,ship,126,120,143,173
ship02016121401037051,256,256,ship,1,122,14,173
ship02016121401038036,256,256,ship,191,195,215,227
ship02016121401038037,256,256,ship,63,197,88,227
ship02016121401038038,256,256,ship,179,8,207,33
ship02016121401038039,256,256,ship,51,8,80,32
ship02016121401038043,256,256,ship,196,178,214,248
ship02016121401038044,256,256,ship,70,178,86,248
ship02016121401038050,256,256,ship,125,1,143,45
ship02016121401038051,256,256,ship,1,1,15,44
ship02016121401039036,256,256,ship,192,69,215,99
ship02016121401039037,256,256,ship,64,69,86,99
ship02016121401039039,256,256,ship,129,161,160,195
ship02016121401039040,256,256,ship,1,160,31,195
ship02016121401039040,256,256,ship,244,62,256,92
ship02016121401039041,256,256,ship,116,61,141,106
ship02016121401039043,256,256,ship,197,50,212,120
ship02016121401039044,256,256,ship,70,50,85,119
ship02016121401039047,256,256,ship,204,98,225,177
ship02016121401039048,256,256,ship,76,98,96,177
ship02016121401040039,256,256,ship,129,32,160,68
ship02016121401040040,256,256,ship,2,32,32,66
ship02016121401040042,256,256,ship,119,196,149,239
ship02016121401040043,256,256,ship,1,202,20,238
ship02016121401040045,256,256,ship,85,182,113,231
ship02016121401040047,256,256,ship,207,1,225,47
ship02016121401040048,256,256,ship,80,1,98,47
ship0201612140104031,256,256,ship,168,53,222,105
ship0201612140104032,256,256,ship,41,52,94,105
ship02016121401041042,256,256,ship,119,68,148,112
ship02016121401041043,256,256,ship,1,75,20,111
ship02016121401041044,256,256,ship,211,54,242,103
ship02016121401041045,256,256,ship,84,53,114,103
ship02016121401041048,256,256,ship,142,175,171,229
ship02016121401041049,256,256,ship,11,173,44,231
ship02016121401042033,256,256,ship,154,149,193,195
ship02016121401042034,256,256,ship,27,149,63,193
ship02016121401042035,256,256,ship,207,164,242,221
ship02016121401042036,256,256,ship,81,163,114,221
ship02016121401042039,256,256,ship,191,165,216,201
ship02016121401042040,256,256,ship,63,165,90,202
ship02016121401042048,256,256,ship,142,44,171,102
ship02016121401042049,256,256,ship,15,44,44,102
ship02016121401043033,256,256,ship,156,21,190,65
ship02016121401043034,256,256,ship,28,20,63,66
ship02016121401043035,256,256,ship,210,35,241,93
ship02016121401043036,256,256,ship,82,35,113,93
ship02016121401043037,256,256,ship,201,201,231,229
ship02016121401043038,256,256,ship,72,201,103,228
ship02016121401043039,256,256,ship,191,36,217,73
ship02016121401043040,256,256,ship,63,37,89,73
ship02016121401043046,256,256,ship,119,209,142,255
ship02016121401044031,256,256,ship,154,118,199,145
ship02016121401044032,256,256,ship,26,118,72,145
ship02016121401044037,256,256,ship,200,73,230,100
ship02016121401044038,256,256,ship,73,72,102,101
ship02016121401044040,256,256,ship,123,175,147,204
ship02016121401044041,256,256,ship,1,173,19,203
ship02016121401044043,256,256,ship,115,1,137,31
ship02016121401044046,256,256,ship,120,82,144,131
ship02016121401044047,256,256,ship,1,81,14,132
ship02016121401045031,256,256,ship,153,1,199,16
ship02016121401045032,256,256,ship,25,1,72,15
ship02016121401045033,256,256,ship,158,117,197,138
ship02016121401045034,256,256,ship,30,117,67,138
ship02016121401045036,256,256,ship,126,186,167,214
ship02016121401045037,256,256,ship,1,186,39,213
ship02016121401045038,256,256,ship,134,186,162,245
ship02016121401045039,256,256,ship,7,185,34,246
ship02016121401045040,256,256,ship,124,46,147,75
ship02016121401045041,256,256,ship,1,45,18,74
ship02016121401045041,256,256,ship,214,233,231,256
ship02016121401045042,256,256,ship,87,234,102,256
ship02016121401046036,256,256,ship,126,58,169,85
ship02016121401046037,256,256,ship,1,59,39,85
ship02016121401046038,256,256,ship,135,60,161,118
ship02016121401046039,256,256,ship,7,58,33,118
ship02016121401046041,256,256,ship,216,104,235,170
ship02016121401046042,256,256,ship,87,104,109,168
ship02016121401046045,256,256,ship,129,199,153,248
ship02016121401046046,256,256,ship,2,199,23,246
ship02016121401047041,256,256,ship,217,1,235,41
ship02016121401047042,256,256,ship,92,1,108,40
ship02016121401047045,256,256,ship,128,73,152,120
ship02016121401047046,256,256,ship,2,73,25,119
ship02016121401049019,256,256,ship,98,194,140,233
ship0201612140104902,256,256,ship,192,112,232,150
ship0201612140104903,256,256,ship,63,111,104,151
ship02016121401049041,256,256,ship,161,102,193,153
ship02016121401049042,256,256,ship,35,102,65,152
ship02016121401050019,256,256,ship,96,64,137,105
ship02016121401050041,256,256,ship,172,1,193,23
ship02016121401050042,256,256,ship,43,1,65,23
ship0201612140105041,256,256,ship,144,179,190,230
ship0201612140105042,256,256,ship,16,179,62,228
ship02016121401051012,256,256,ship,96,220,135,236
ship02016121401051016,256,256,ship,114,122,145,146
ship0201612140105206,256,256,ship,135,164,177,178
ship0201612140105207,256,256,ship,7,165,50,178
ship02016121401053011,256,256,ship,114,196,156,222
ship02016121401053012,256,256,ship,1,197,28,219
ship02016121401053012,256,256,ship,137,191,181,218
ship02016121401053013,256,256,ship,9,190,53,220
ship02016121401053013,256,256,ship,177,178,220,209
ship02016121401053014,256,256,ship,49,178,91,208
ship0201612140105306,256,256,ship,135,36,177,50
ship0201612140105307,256,256,ship,8,36,48,49
ship02016121401054010,256,256,ship,39,129,84,153
ship02016121401054011,256,256,ship,114,69,157,94
ship02016121401054011,256,256,ship,164,190,218,215
ship02016121401054012,256,256,ship,1,67,28,91
ship02016121401054012,256,256,ship,137,63,181,92
ship02016121401054012,256,256,ship,36,190,90,215
ship02016121401054013,256,256,ship,10,63,53,90
ship02016121401054013,256,256,ship,176,48,218,81
ship02016121401054014,256,256,ship,49,50,88,80
ship0201612140105407,256,256,ship,154,165,202,187
ship0201612140105408,256,256,ship,26,167,72,188
ship0201612140105408,256,256,ship,198,129,236,149
ship0201612140105408,256,256,ship,216,231,254,248
ship0201612140105409,256,256,ship,70,129,108,150
ship0201612140105409,256,256,ship,166,129,212,153
ship0201612140105409,256,256,ship,89,231,127,249
ship02016121401055010,256,256,ship,38,3,86,24
ship02016121401055011,256,256,ship,163,61,218,87
ship02016121401055012,256,256,ship,35,60,88,87
ship0201612140105507,256,256,ship,156,39,201,59
ship0201612140105507,256,256,ship,99,171,135,184
ship0201612140105508,256,256,ship,28,38,73,59
ship0201612140105508,256,256,ship,199,2,235,21
ship0201612140105508,256,256,ship,218,104,254,125
ship0201612140105509,256,256,ship,88,104,132,128
ship0201612140105509,256,256,ship,72,2,107,22
ship0201612140105509,256,256,ship,166,2,211,24
ship0201612140106041,256,256,ship,142,48,189,102
ship0201612140106042,256,256,ship,14,50,61,99
ship0201612140109046,256,256,ship,150,137,188,190
ship0201612140109047,256,256,ship,22,138,60,192
ship02016121402010011,256,256,ship,131,131,142,177
ship02016121402010011,256,256,ship,142,21,153,76
ship02016121402010012,256,256,ship,3,130,14,177
ship02016121402010012,256,256,ship,12,23,26,77
ship02016121402011011,256,256,ship,129,2,142,49
ship02016121402011012,256,256,ship,2,4,16,51
ship02016121402012011,256,256,ship,182,168,194,215
ship02016121402012012,256,256,ship,54,168,68,216
ship02016121402013010,256,256,ship,131,143,172,162
ship02016121402013011,256,256,ship,3,143,44,161
ship02016121402013011,256,256,ship,182,40,196,88
ship02016121402013011,256,256,ship,146,220,164,246
ship02016121402013011,256,256,ship,206,230,233,256
ship02016121402013011,256,256,ship,225,193,256,212
ship02016121402013012,256,256,ship,51,40,69,88
ship02016121402013012,256,256,ship,16,220,37,247
ship02016121402013012,256,256,ship,76,230,107,256
ship02016121402014010,256,256,ship,131,15,172,35
ship02016121402014011,256,256,ship,4,15,44,33
ship02016121402014011,256,256,ship,145,92,164,119
ship02016121402014012,256,256,ship,17,93,36,119
ship0201612140201406,256,256,ship,234,198,256,225
ship0201612140201407,256,256,ship,105,199,129,224
ship0201612140201506,256,256,ship,233,70,256,97
ship0201612140201506,256,256,ship,119,195,151,235
ship0201612140201507,256,256,ship,105,71,129,96
ship0201612140201507,256,256,ship,1,197,25,225
ship0201612140201606,256,256,ship,119,68,153,107
ship0201612140201607,256,256,ship,1,68,24,99
ship0201612140201705,256,256,ship,171,216,188,254
ship0201612140201706,256,256,ship,42,218,60,256
ship0201612140201805,256,256,ship,171,88,186,127
ship0201612140201806,256,256,ship,43,88,58,127
ship0201612140201905,256,256,ship,154,195,164,224
ship0201612140201906,256,256,ship,26,195,38,225
ship0201612140202004,256,256,ship,150,208,191,248
ship0201612140202005,256,256,ship,152,67,164,97
ship0201612140202005,256,256,ship,21,208,63,250
ship0201612140202006,256,256,ship,23,67,37,96
ship0201612140202015,256,256,ship,176,172,185,199
ship0201612140202016,256,256,ship,49,174,58,200
ship0201612140202101,256,256,ship,25,201,59,230
ship0201612140202101,256,256,ship,156,137,176,160
ship0201612140202101,256,256,ship,149,170,168,197
ship0201612140202101,256,256,ship,78,194,113,242
ship0201612140202102,256,256,ship,30,138,48,161
ship0201612140202102,256,256,ship,21,170,38,197
ship0201612140202104,256,256,ship,186,220,199,237
ship0201612140202104,256,256,ship,150,79,189,120
ship0201612140202105,256,256,ship,22,81,63,121
ship0201612140202105,256,256,ship,59,221,72,236
ship0201612140202201,256,256,ship,161,186,197,215
ship0201612140202201,256,256,ship,149,44,165,70
ship0201612140202201,256,256,ship,157,11,173,34
ship0201612140202201,256,256,ship,24,75,58,101
ship0201612140202201,256,256,ship,77,65,112,112
ship0201612140202202,256,256,ship,31,183,69,217
ship0201612140202202,256,256,ship,23,45,37,71
ship0201612140202204,256,256,ship,186,91,199,110
ship0201612140202205,256,256,ship,59,93,71,110
ship0201612140202301,256,256,ship,161,56,198,88
ship0201612140202302,256,256,ship,31,56,69,88
ship0201612140202303,256,256,ship,195,157,227,184
ship0201612140202304,256,256,ship,68,157,97,182
ship0201612140202304,256,256,ship,108,193,138,222
ship0201612140202402,256,256,ship,24,1,70,11
ship0201612140202404,256,256,ship,102,55,138,96
ship0201612140202504,256,256,ship,153,143,179,168
ship0201612140202504,256,256,ship,203,214,235,247
ship0201612140202505,256,256,ship,74,212,103,243
ship0201612140202505,256,256,ship,24,145,53,166
ship0201612140202604,256,256,ship,155,16,177,39
ship0201612140202604,256,256,ship,204,84,231,118
ship0201612140202605,256,256,ship,26,16,47,37
ship0201612140202605,256,256,ship,76,84,102,115
ship0201612140202606,256,256,ship,113,201,151,230
ship0201612140202702,256,256,ship,169,161,226,181
ship0201612140202703,256,256,ship,41,161,98,181
ship0201612140202706,256,256,ship,110,76,151,101
ship0201612140202907,256,256,ship,174,157,195,181
ship0201612140203007,256,256,ship,176,28,194,54
ship0201612140203008,256,256,ship,48,28,66,54
ship0201612140203015,256,256,ship,176,45,185,72
ship0201612140203016,256,256,ship,189,88,205,119
ship0201612140203016,256,256,ship,48,44,58,73
ship0201612140203017,256,256,ship,61,89,77,117
ship0201612140203106,256,256,ship,141,28,185,43
ship0201612140203107,256,256,ship,14,28,57,44
ship0201612140205017,256,256,ship,193,111,199,124
ship0201612140205018,256,256,ship,163,137,170,152
ship0201612140205018,256,256,ship,65,111,71,126
ship0201612140206018,256,256,ship,163,9,170,25
ship0201612140207013,256,256,ship,200,166,230,193
ship0201612140207014,256,256,ship,72,166,102,194
ship0201612140208013,256,256,ship,199,38,231,67
ship0201612140208014,256,256,ship,72,36,102,66
ship0201612140209011,256,256,ship,143,149,153,205
ship02016122101010050,256,256,ship,187,210,239,237
ship02016122101010051,256,256,ship,59,210,112,236
ship0201612210101043,256,256,ship,144,242,193,256
ship0201612210101044,256,256,ship,17,241,63,256
ship02016122101011050,256,256,ship,188,81,240,108
ship02016122101011051,256,256,ship,59,80,112,110
ship02016122101015037,256,256,ship,190,176,246,193
ship02016122101015038,256,256,ship,62,174,117,192
ship02016122101016037,256,256,ship,191,46,242,64
ship02016122101016038,256,256,ship,63,46,115,64
ship02016122101018043,256,256,ship,221,104,256,135
ship02016122101018044,256,256,ship,93,105,150,137
ship0201612210102001,256,256,ship,95,150,124,186
ship0201612210102043,256,256,ship,148,114,193,152
ship0201612210102044,256,256,ship,19,113,65,150
ship02016122101021040,256,256,ship,168,220,247,249
ship02016122101021041,256,256,ship,40,220,126,248
ship02016122101021046,256,256,ship,180,212,228,231
ship02016122101021047,256,256,ship,52,212,100,232
ship02016122101022040,256,256,ship,169,95,247,121
ship02016122101022041,256,256,ship,41,95,122,120
ship02016122101022046,256,256,ship,180,83,226,103
ship02016122101022047,256,256,ship,52,85,99,103
ship02016122101024026,256,256,ship,56,144,116,188
ship02016122101025025,256,256,ship,187,20,243,59
ship02016122101025026,256,256,ship,58,20,115,58
ship02016122101025050,256,256,ship,101,233,161,256
ship02016122101026050,256,256,ship,102,104,159,132
ship02016122101027039,256,256,ship,209,146,256,175
ship02016122101027040,256,256,ship,82,146,133,174
ship02016122101028024,256,256,ship,132,121,195,159
ship02016122101028025,256,256,ship,5,120,67,160
ship02016122101028039,256,256,ship,210,19,256,48
ship02016122101028040,256,256,ship,81,20,132,45
ship02016122101029024,256,256,ship,132,1,195,31
ship02016122101029025,256,256,ship,4,1,69,31
ship02016122101030039,256,256,ship,183,224,238,256
ship02016122101030040,256,256,ship,57,222,112,256
ship02016122101031039,256,256,ship,185,95,237,132
ship02016122101031040,256,256,ship,56,95,109,132
ship02016122101033035,256,256,ship,149,199,198,236
ship02016122101033036,256,256,ship,21,198,70,236
ship02016122101034035,256,256,ship,149,71,196,108
ship02016122101034036,256,256,ship,20,71,69,107
ship02016122101034041,256,256,ship,182,154,243,194
ship02016122101034042,256,256,ship,54,154,115,197
ship02016122101034044,256,256,ship,96,15,159,49
ship02016122101035041,256,256,ship,182,26,243,67
ship02016122101035042,256,256,ship,55,26,114,66
ship02016122101036030,256,256,ship,196,112,245,148
ship02016122101036031,256,256,ship,68,110,119,148
ship02016122101037035,256,256,ship,207,226,250,256
ship02016122101037036,256,256,ship,78,226,123,256
ship02016122101037044,256,256,ship,106,139,160,163
ship02016122101037045,256,256,ship,1,142,31,164
ship02016122101038035,256,256,ship,206,98,248,132
ship02016122101038036,256,256,ship,79,99,121,132
ship02016122101038044,256,256,ship,107,10,159,36
ship02016122101040032,256,256,ship,184,145,231,185
ship02016122101040033,256,256,ship,56,146,105,185
ship02016122101041032,256,256,ship,184,18,232,56
ship02016122101041033,256,256,ship,55,19,102,57
ship02016122101044056,256,256,ship,206,140,256,167
ship02016122101044057,256,256,ship,77,142,135,164
ship02016122101045056,256,256,ship,206,14,256,36
ship02016122101045057,256,256,ship,77,13,134,37
ship02016122101046054,256,256,ship,156,123,214,143
ship02016122101046055,256,256,ship,30,125,85,145
ship02016122101047054,256,256,ship,157,1,211,16
ship02016122101047055,256,256,ship,28,1,85,15
ship02016122101047057,256,256,ship,184,154,250,182
ship02016122101048057,256,256,ship,186,28,251,55
ship02016122101049055,256,256,ship,178,175,217,194
ship02016122101049056,256,256,ship,50,173,90,195
ship02016122101050045,256,256,ship,216,164,256,213
ship02016122101050046,256,256,ship,86,165,128,214
ship02016122101050055,256,256,ship,178,46,217,66
ship02016122101050056,256,256,ship,50,46,90,68
ship02016122101051045,256,256,ship,216,37,256,87
ship02016122101051046,256,256,ship,89,38,130,85
ship02016122101051053,256,256,ship,151,159,215,184
ship02016122101051054,256,256,ship,23,159,88,182
ship02016122101052053,256,256,ship,150,31,213,53
ship02016122101052054,256,256,ship,22,32,89,55
ship02016122101053043,256,256,ship,142,146,192,201
ship02016122101053044,256,256,ship,14,146,64,201
ship02016122101053052,256,256,ship,213,232,256,253
ship02016122101053053,256,256,ship,86,231,130,254
ship02016122101054043,256,256,ship,142,19,191,72
ship02016122101054044,256,256,ship,15,19,63,73
ship02016122101054048,256,256,ship,152,132,208,153
ship02016122101054049,256,256,ship,22,131,78,152
ship02016122101054052,256,256,ship,214,104,256,125
ship02016122101054053,256,256,ship,84,105,131,123
ship02016122101055048,256,256,ship,152,5,204,22
ship02016122101055049,256,256,ship,24,6,76,23
ship02016122101057040,256,256,ship,177,113,208,141
ship02016122101057041,256,256,ship,48,114,81,143
ship0201612210106036,256,256,ship,226,191,245,256
ship0201612210106037,256,256,ship,98,190,119,256
ship0201612210106403,256,256,ship,149,163,174,182
ship0201612210106404,256,256,ship,23,164,47,183
ship0201612210106404,256,256,ship,126,219,149,239
ship02016122101065022,256,256,ship,215,236,254,256
ship02016122101065023,256,256,ship,88,236,127,256
ship02016122101065023,256,256,ship,102,169,143,186
ship02016122101065024,256,256,ship,172,197,223,220
ship02016122101065025,256,256,ship,43,197,95,220
ship02016122101065027,256,256,ship,89,175,153,203
ship02016122101065028,256,256,ship,127,170,180,195
ship02016122101065029,256,256,ship,1,169,50,195
ship02016122101066022,256,256,ship,186,232,219,254
ship02016122101066022,256,256,ship,217,111,253,132
ship02016122101066022,256,256,ship,232,42,256,58
ship02016122101066023,256,256,ship,104,41,142,58
ship02016122101066023,256,256,ship,89,110,128,133
ship02016122101066023,256,256,ship,173,170,225,194
ship02016122101066023,256,256,ship,58,232,93,252
ship02016122101066024,256,256,ship,47,173,99,193
ship02016122101066024,256,256,ship,172,68,223,93
ship02016122101066025,256,256,ship,44,70,95,94
ship02016122101066027,256,256,ship,90,48,153,74
ship02016122101066028,256,256,ship,127,40,178,69
ship02016122101066029,256,256,ship,2,40,52,66
ship02016122101067022,256,256,ship,187,104,220,125
ship02016122101067023,256,256,ship,59,104,92,124
ship02016122101067023,256,256,ship,177,43,225,65
ship02016122101067024,256,256,ship,48,45,98,63
ship0201612210106708,256,256,ship,91,125,141,158
ship0201612210107036,256,256,ship,226,64,245,135
ship0201612210107037,256,256,ship,98,64,117,136
ship0201612210201017,256,256,ship,169,132,240,150
ship0201612210201018,256,256,ship,41,133,112,150
ship02016122102012016,256,256,ship,205,103,221,159
ship02016122102012017,256,256,ship,78,104,93,159
ship02016122102013016,256,256,ship,118,94,132,128
ship02016122102013016,256,256,ship,208,1,217,31
ship02016122102013016,256,256,ship,159,163,205,223
ship02016122102013017,256,256,ship,30,164,74,221
ship02016122102014013,256,256,ship,202,120,226,127
ship02016122102014014,256,256,ship,76,119,98,129
ship02016122102014016,256,256,ship,160,35,204,92
ship02016122102014017,256,256,ship,30,37,80,93
ship02016122102014017,256,256,ship,99,133,127,162
ship02016122102014017,256,256,ship,108,84,153,105
ship02016122102015014,256,256,ship,101,138,139,156
ship02016122102016010,256,256,ship,221,153,256,185
ship02016122102016011,256,256,ship,93,149,131,185
ship02016122102016011,256,256,ship,123,15,162,54
ship02016122102016014,256,256,ship,100,12,140,27
ship02016122102017010,256,256,ship,220,25,256,58
ship02016122102017011,256,256,ship,94,21,132,57
ship02016122102018010,256,256,ship,155,150,171,191
ship02016122102018011,256,256,ship,28,148,43,190
ship02016122102019010,256,256,ship,157,22,170,62
ship02016122102019011,256,256,ship,28,23,42,60
ship0201612210202001,256,256,ship,21,116,63,134
ship0201612210202001,256,256,ship,105,117,155,152
ship0201612210202003,256,256,ship,199,116,221,155
ship0201612210202003,256,256,ship,210,145,234,191
ship0201612210202003,256,256,ship,216,157,243,201
ship0201612210202004,256,256,ship,103,204,132,249
ship0201612210202004,256,256,ship,81,146,104,191
ship0201612210202004,256,256,ship,89,158,114,203
ship0201612210202004,256,256,ship,117,158,140,201
ship0201612210202004,256,256,ship,70,119,96,154
ship0201612210202017,256,256,ship,169,5,237,23
ship0201612210202018,256,256,ship,40,4,108,22
ship0201612210202101,256,256,ship,181,158,226,183
ship0201612210202101,256,256,ship,172,183,222,210
ship0201612210202102,256,256,ship,54,157,100,183
ship0201612210202102,256,256,ship,44,181,91,208
ship0201612210202103,256,256,ship,218,29,244,73
ship0201612210202103,256,256,ship,209,19,235,63
ship0201612210202104,256,256,ship,117,30,140,73
ship0201612210202104,256,256,ship,105,77,129,124
ship0201612210202104,256,256,ship,91,29,114,75
ship0201612210202104,256,256,ship,82,19,104,63
ship0201612210202105,256,256,ship,1,141,25,159
ship0201612210202201,256,256,ship,183,27,229,54
ship0201612210202201,256,256,ship,171,54,221,79
ship0201612210202202,256,256,ship,51,29,99,57
ship0201612210202202,256,256,ship,45,54,93,78
ship0201612210202203,256,256,ship,168,55,230,88
ship0201612210202204,256,256,ship,45,55,108,87
ship0201612210202204,256,256,ship,158,25,201,57
ship0201612210202205,256,256,ship,29,23,71,60
ship0201612210202209,256,256,ship,120,148,136,166
ship02016122102023010,256,256,ship,42,218,57,256
ship0201612210202305,256,256,ship,143,201,166,229
ship0201612210202306,256,256,ship,14,198,35,228
ship0201612210202309,256,256,ship,120,19,136,38
ship0201612210202309,256,256,ship,169,218,184,256
ship02016122102024010,256,256,ship,42,89,58,130
ship0201612210202402,256,256,ship,238,193,255,204
ship0201612210202403,256,256,ship,111,191,128,204
ship0201612210202403,256,256,ship,160,136,198,178
ship0201612210202404,256,256,ship,32,137,76,176
ship0201612210202405,256,256,ship,213,162,246,189
ship0201612210202406,256,256,ship,85,162,121,190
ship0201612210202406,256,256,ship,14,72,37,101
ship0201612210202407,256,256,ship,223,161,254,195
ship0201612210202408,256,256,ship,94,160,131,196
ship0201612210202409,256,256,ship,170,89,184,131
ship0201612210202503,256,256,ship,110,64,129,78
ship0201612210202504,256,256,ship,149,142,173,189
ship0201612210202505,256,256,ship,22,142,46,189
ship0201612210202506,256,256,ship,82,34,121,61
ship0201612210202507,256,256,ship,221,32,254,68
